id,label,1,2,3,4,5,6,7,8,9,10,matches_cnt,percision,recall
3133498,9,9,9,9,10,9,9,9,9,9,10,8,0.8,0.16
3133475,9,9,9,9,9,9,9,9,9,9,9,10,1.0,0.2
3133489,9,9,9,9,9,9,9,9,9,9,8,9,0.9,0.18
3133464,9,9,9,9,9,9,9,9,9,9,9,10,1.0,0.2
3133479,9,9,9,9,9,9,9,9,9,9,9,10,1.0,0.2
3133463,9,9,9,9,9,9,9,9,9,9,9,10,1.0,0.2
3133470,9,9,9,9,9,9,9,9,9,9,8,9,0.9,0.18
3133461,9,9,9,9,9,9,9,9,8,9,8,8,0.8,0.16
3133455,9,9,9,9,9,9,9,9,9,8,9,9,0.9,0.18
3133497,9,9,9,9,10,9,9,9,9,9,10,8,0.8,0.16
3133482,9,9,9,9,9,9,9,9,9,9,9,10,1.0,0.2
3133477,9,9,9,9,9,9,9,9,9,9,9,10,1.0,0.2
3133459,9,9,9,9,9,9,9,9,9,9,8,9,0.9,0.18
3133462,9,9,9,9,9,9,9,9,9,9,9,10,1.0,0.2
3133468,9,9,9,9,9,9,9,9,9,8,8,8,0.8,0.16
3133494,9,9,9,9,9,9,9,9,10,9,9,9,0.9,0.18
3133244,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133258,3,3,3,3,3,3,3,3,3,2,3,9,0.9,0.3
3133252,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133255,3,3,3,3,3,3,3,2,3,3,2,8,0.8,0.26666666666666666
3133261,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133254,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133256,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133236,3,3,3,3,3,3,3,2,3,3,2,8,0.8,0.26666666666666666
3133248,3,3,3,3,3,3,3,4,4,4,4,6,0.6,0.2
3133241,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133238,3,3,3,3,3,3,3,3,2,2,2,7,0.7,0.23333333333333334
3133240,3,3,3,3,3,3,3,3,3,2,3,9,0.9,0.3
3133245,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133242,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133259,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133260,3,3,3,3,3,3,3,3,3,4,3,9,0.9,0.3
3133243,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133257,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133237,3,3,3,3,3,3,3,2,3,2,3,8,0.8,0.26666666666666666
3133264,3,3,4,4,3,4,4,4,4,4,4,2,0.2,0.06666666666666667
3133239,3,3,3,3,3,3,2,2,3,3,3,8,0.8,0.26666666666666666
3133250,3,3,3,3,3,3,3,3,4,4,4,7,0.7,0.23333333333333334
3133263,3,3,3,4,3,4,4,4,4,4,4,3,0.3,0.1
3133253,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133247,3,3,3,3,3,3,3,4,4,4,3,7,0.7,0.23333333333333334
3133246,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133249,3,3,3,3,3,3,3,4,4,4,4,6,0.6,0.2
3133262,3,3,3,3,3,4,4,3,3,4,3,7,0.7,0.23333333333333334
3133251,3,3,3,3,3,3,3,3,3,3,3,10,1.0,0.3333333333333333
3133235,3,3,3,2,3,3,3,2,2,2,3,6,0.6,0.2
3133655,15,15,15,15,15,14,15,14,14,14,14,5,0.5,0.1
3133681,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133678,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133661,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133700,15,15,15,15,15,15,16,16,16,16,16,5,0.5,0.1
3133694,15,15,15,15,15,15,15,15,15,15,16,9,0.9,0.18
3133689,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133668,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133663,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133677,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133675,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133683,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133676,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133664,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133690,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133695,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133699,15,15,15,15,15,15,16,16,16,15,15,7,0.7,0.14
3133680,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133702,15,16,16,15,16,15,16,16,16,16,16,2,0.2,0.04
3133653,15,14,15,14,15,14,14,14,14,14,15,3,0.3,0.06
3133658,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133660,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133673,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133691,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133697,15,15,15,15,15,15,15,15,15,15,16,9,0.9,0.18
3133698,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133654,15,15,15,14,14,15,14,14,14,15,14,4,0.4,0.08
3133670,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133657,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133662,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133672,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133679,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133671,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133684,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133692,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133667,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133686,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133693,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133688,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133682,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133687,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133665,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133674,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133696,15,15,15,15,15,15,15,15,15,15,16,9,0.9,0.18
3133656,15,15,15,15,15,15,14,15,15,15,15,9,0.9,0.18
3133685,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133669,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133666,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133659,15,15,15,15,15,15,15,15,15,15,15,10,1.0,0.2
3133701,15,15,16,15,16,16,15,15,15,15,16,6,0.6,0.12
3133778,18,18,18,18,18,18,18,18,18,19,18,9,0.9,0.32142857142857145
3133775,18,18,18,18,18,18,17,18,18,19,18,8,0.8,0.2857142857142857
3133771,18,18,18,18,17,18,18,17,17,17,18,6,0.6,0.21428571428571427
3133789,18,18,18,18,18,18,18,18,17,18,18,9,0.9,0.32142857142857145
3133794,18,19,18,18,18,19,19,18,18,19,19,5,0.5,0.17857142857142858
3133777,18,18,18,18,18,18,18,18,18,18,19,9,0.9,0.32142857142857145
3133780,18,18,18,18,18,18,18,18,18,18,18,10,1.0,0.35714285714285715
3133787,18,18,18,18,18,18,19,19,18,18,18,8,0.8,0.2857142857142857
3133773,18,18,18,18,18,18,18,18,18,17,18,9,0.9,0.32142857142857145
3133792,18,18,18,19,19,18,18,18,19,18,19,6,0.6,0.21428571428571427
3133776,18,18,18,18,18,18,18,18,18,18,17,9,0.9,0.32142857142857145
3133770,18,18,18,18,17,17,18,18,18,18,17,7,0.7,0.25
3133779,18,18,18,18,18,18,18,18,19,18,18,9,0.9,0.32142857142857145
3133783,18,18,18,18,18,18,18,18,18,18,17,9,0.9,0.32142857142857145
3133786,18,18,18,18,18,18,18,19,17,19,19,6,0.6,0.21428571428571427
3133772,18,18,18,18,18,18,17,17,18,17,17,6,0.6,0.21428571428571427
3133781,18,18,18,18,18,18,18,18,18,18,18,10,1.0,0.35714285714285715
3133768,18,17,17,17,17,17,18,17,19,19,18,2,0.2,0.07142857142857142
3133769,18,18,18,17,17,17,18,17,17,17,18,4,0.4,0.14285714285714285
3133793,18,18,19,18,18,19,18,18,18,19,19,6,0.6,0.21428571428571427
3133782,18,18,18,18,18,18,18,18,18,18,19,9,0.9,0.32142857142857145
3133791,18,18,18,19,18,17,19,19,18,19,18,5,0.5,0.17857142857142858
3133790,18,18,18,18,18,19,19,19,18,18,17,6,0.6,0.21428571428571427
3133788,18,18,18,18,18,18,18,18,19,18,18,9,0.9,0.32142857142857145
3133784,18,18,18,18,18,19,18,19,18,19,18,7,0.7,0.25
3133785,18,18,18,18,18,18,18,18,19,19,19,7,0.7,0.25
3133774,18,18,18,18,18,18,19,17,18,18,17,7,0.7,0.25
3133795,18,19,18,18,18,19,19,19,19,18,17,4,0.4,0.14285714285714285
3133557,12,12,12,12,12,11,12,11,11,12,12,7,0.7,0.2916666666666667
3133576,12,12,12,12,12,13,13,12,12,13,12,7,0.7,0.2916666666666667
3133554,12,12,11,11,11,12,12,12,11,12,12,6,0.6,0.25
3133564,12,12,12,12,12,12,12,12,12,12,11,9,0.9,0.375
3133574,12,12,12,12,12,13,12,13,12,12,13,7,0.7,0.2916666666666667
3133568,12,12,12,12,12,12,12,12,12,12,12,10,1.0,0.4166666666666667
3133571,12,12,12,12,12,12,12,12,12,12,12,10,1.0,0.4166666666666667
3133559,12,12,12,12,12,12,12,12,11,12,12,9,0.9,0.375
3133575,12,12,12,12,13,12,12,13,12,12,13,7,0.7,0.2916666666666667
3133560,12,12,12,12,12,12,12,12,11,12,12,9,0.9,0.375
3133556,12,12,12,12,12,11,11,12,11,11,11,5,0.5,0.20833333333333334
3133570,12,12,12,12,12,12,12,12,12,12,13,9,0.9,0.375
3133565,12,12,12,12,12,12,12,12,12,12,12,10,1.0,0.4166666666666667
3133569,12,12,12,12,12,12,12,12,12,12,12,10,1.0,0.4166666666666667
3133558,12,12,12,12,12,12,11,12,11,12,12,8,0.8,0.3333333333333333
3133561,12,12,12,12,12,12,12,12,12,12,12,10,1.0,0.4166666666666667
3133567,12,12,12,12,12,12,12,12,12,12,12,10,1.0,0.4166666666666667
3133563,12,12,12,12,12,12,12,12,12,12,12,10,1.0,0.4166666666666667
3133572,12,12,12,12,12,12,12,12,12,12,13,9,0.9,0.375
3133577,12,12,12,13,12,13,12,12,13,12,12,7,0.7,0.2916666666666667
3133573,12,12,12,12,12,12,12,12,13,13,12,8,0.8,0.3333333333333333
3133566,12,12,12,12,12,12,12,12,12,12,13,9,0.9,0.375
3133555,12,12,11,12,12,11,12,11,12,11,12,6,0.6,0.25
3133562,12,12,12,12,12,12,12,12,12,12,12,10,1.0,0.4166666666666667
3133181,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133180,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133200,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133194,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133177,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133178,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133202,1,1,1,1,1,1,1,1,1,2,1,9,0.9,0.25
3133184,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133189,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133186,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133210,1,1,1,1,1,2,1,2,2,1,1,7,0.7,0.19444444444444445
3133179,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133192,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133191,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133176,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133208,1,1,1,1,1,1,2,2,1,2,1,7,0.7,0.19444444444444445
3133211,1,1,1,1,2,2,1,1,2,1,2,6,0.6,0.16666666666666666
3133206,1,1,1,1,1,1,1,1,2,2,2,7,0.7,0.19444444444444445
3133188,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133190,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133205,1,1,1,1,1,1,2,1,1,1,1,9,0.9,0.25
3133195,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133187,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133196,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133209,1,1,1,1,1,1,2,1,2,1,2,7,0.7,0.19444444444444445
3133198,1,1,1,1,1,1,1,1,1,1,2,9,0.9,0.25
3133203,1,1,1,1,1,1,2,2,1,1,1,8,0.8,0.2222222222222222
3133193,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133204,1,1,1,1,1,1,1,1,1,1,2,9,0.9,0.25
3133183,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133197,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133207,1,1,1,1,1,1,2,2,2,1,1,7,0.7,0.19444444444444445
3133199,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133201,1,1,1,1,1,1,1,1,2,2,1,8,0.8,0.2222222222222222
3133182,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133185,1,1,1,1,1,1,1,1,1,1,1,10,1.0,0.2777777777777778
3133538,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133547,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133549,11,11,11,11,11,11,11,11,12,11,12,8,0.8,0.2857142857142857
3133534,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133539,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133532,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133533,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133546,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133545,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133553,11,12,11,11,12,11,12,12,12,11,11,5,0.5,0.17857142857142858
3133550,11,11,11,11,11,11,11,11,11,12,12,8,0.8,0.2857142857142857
3133526,11,10,11,11,10,11,11,11,11,10,10,6,0.6,0.21428571428571427
3133531,11,11,11,11,11,11,11,10,11,11,10,8,0.8,0.2857142857142857
3133542,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133536,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133551,11,11,11,11,12,11,12,11,11,12,12,6,0.6,0.21428571428571427
3133529,11,11,10,11,11,10,11,11,11,10,10,6,0.6,0.21428571428571427
3133527,11,11,11,10,11,10,11,11,11,11,10,7,0.7,0.25
3133535,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133548,11,11,11,11,11,11,11,11,11,12,11,9,0.9,0.32142857142857145
3133537,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133543,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133541,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133528,11,11,11,10,11,10,11,11,10,11,11,7,0.7,0.25
3133530,11,11,11,11,11,11,10,11,11,10,11,8,0.8,0.2857142857142857
3133552,11,11,11,12,11,11,12,11,12,12,12,5,0.5,0.17857142857142858
3133544,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133540,11,11,11,11,11,11,11,11,11,11,11,10,1.0,0.35714285714285715
3133280,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133288,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133289,4,4,4,4,4,4,4,4,4,5,4,9,0.9,0.3
3133269,4,4,4,4,4,4,4,4,3,4,3,8,0.8,0.26666666666666666
3133286,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133273,4,4,4,4,4,4,4,4,3,4,4,9,0.9,0.3
3133283,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133270,4,4,4,4,4,4,4,4,3,3,4,8,0.8,0.26666666666666666
3133284,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133293,4,4,4,5,4,5,4,5,4,4,5,6,0.6,0.2
3133292,4,4,4,4,4,4,5,4,4,4,5,8,0.8,0.26666666666666666
3133274,4,4,4,4,4,4,4,4,3,4,3,8,0.8,0.26666666666666666
3133290,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133265,4,4,3,4,4,4,4,4,3,4,3,7,0.7,0.23333333333333334
3133276,4,4,4,4,4,4,4,4,4,3,4,9,0.9,0.3
3133275,4,4,4,4,4,4,4,4,4,3,4,9,0.9,0.3
3133281,4,4,4,4,4,4,4,5,4,4,4,9,0.9,0.3
3133279,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133268,4,4,4,4,4,4,4,4,3,3,3,7,0.7,0.23333333333333334
3133294,4,5,4,5,5,5,4,5,5,4,5,3,0.3,0.1
3133287,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133271,4,4,4,4,4,4,4,4,4,4,3,9,0.9,0.3
3133282,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133277,4,4,4,4,4,4,4,4,4,3,4,9,0.9,0.3
3133266,4,4,4,4,4,4,3,4,4,3,3,7,0.7,0.23333333333333334
3133272,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133291,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133285,4,4,4,4,4,4,4,4,4,4,5,9,0.9,0.3
3133267,4,4,4,4,4,4,4,4,4,3,3,8,0.8,0.26666666666666666
3133278,4,4,4,4,4,4,4,4,4,4,4,10,1.0,0.3333333333333333
3133834,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133833,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133823,19,19,19,19,19,19,19,19,19,16,19,9,0.9,0.16363636363636364
3133821,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133847,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133828,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133806,19,19,19,19,19,19,19,19,19,19,17,9,0.9,0.16363636363636364
3133849,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133841,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133807,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133836,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133801,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133815,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133844,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133805,19,19,19,19,19,19,19,19,17,19,19,9,0.9,0.16363636363636364
3133814,19,19,19,19,19,19,19,19,19,19,18,9,0.9,0.16363636363636364
3133809,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133824,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133822,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133817,19,19,19,19,19,19,18,19,19,18,19,8,0.8,0.14545454545454545
3133835,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133840,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133810,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133800,19,19,19,19,19,19,19,19,19,18,19,9,0.9,0.16363636363636364
3133830,19,19,19,19,19,19,19,19,19,19,18,9,0.9,0.16363636363636364
3133832,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133848,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133826,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
3133829,19,19,19,19,19,19,19,19,19,19,19,10,1.0,0.18181818181818182
